name,lastName,uri,imageUri,worthChange,age,source,industry,gender,country,title,timestamp,headquarters,state,realTimeWorth,realTimeRank,realTimePosition,squareImage
Randa Williams,Williams,randa-williams,randa-williams,-75.408,55,pipelines,Energy,F,United States,"Non-Executive Chairman of the Board, Enterprise GP Holdings",1488028803343,TX,Texas,,,,http://specials-images.forbesimg.com/imageserve/08e1b96a529223a3ac25ca9a21cc8092/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=64&cropY2=808
Milane Frantz,Frantz,milane-frantz,milane-frantz,-75.402,47,pipelines,Energy,F,United States,,1488028803343,TX,Texas,,,,http://specials-images.forbesimg.com/imageserve/087ea54ecfa62609c6cafe4bd4410588/416x416.jpg?background=000000&cropX1=0&cropX2=548&cropY1=24&cropY2=572
Scott Duncan,Duncan,scott-duncan,no-pic,-75.402,34,pipelines,Energy,M,United States,,1488028803343,TX,Texas,,,,
Ralph Lauren,Lauren,ralph-lauren,ralph-lauren,-0.207,77,Ralph Lauren,Fashion & Retail,M,United States,"Chairman, Ralph Lauren",1488028803343,NY,New York,,,,http://specials-images.forbesimg.com/imageserve/57e059314bbe6f6781c52565/416x416.jpg?background=000000&cropX1=53&cropX2=547&cropY1=18&cropY2=513
Lin Yu-lin,Lin,lin-yu-lin,lin-yu-lin,2.314,81,real estate,Real Estate,M,Taiwan,,1488028803343,,,,,,
Shashi & Ravi Ruia,Ruia,shashi-ravi-ruia,shashi-ravi-ruia,0,,diversified,Diversified,M,India,,1488028803343,,,,,,
Leon Black,Black,leon-black,leon-black,15.763,65,private equity,Finance and Investments,M,United States,,1488028803343,NY,New York,,,,http://specials-images.forbesimg.com/imageserve/57e060b4a7ea430a8a1a06cd/416x416.jpg?background=000000&cropX1=13&cropX2=744&cropY1=102&cropY2=834
Savitri Jindal & family,Jindal,savitri-jindal,savitri-jindal,0.001,66,steel,Metals & Mining,F,India,,1488028803343,,,,,,http://specials-images.forbesimg.com/imageserve/57d885aaa7ea430a8a19dda2/416x416.jpg?background=000000&cropX1=116&cropX2=744&cropY1=60&cropY2=688
Vikram Lal,Lal,vikram-lal,vikram-lal,0,74,motorcycles,Automotive,M,India,,1488028803343,,,,,,http://specials-images.forbesimg.com/imageserve/0b7489a98478ffa10c1fd6d222657941/416x416.jpg?background=000000&cropX1=31&cropX2=744&cropY1=66&cropY2=780
Margarita Louis-Dreyfus & family,Louis-Dreyfus,margarita-louis-dreyfus,margarita-louis-dreyfus,0,54,commodities,Food and Beverage,F,Switzerland,"Chairman of Louis Dreyfus, Louis Dreyfus SAS",1488028803343,,,,,,
Sumner Redstone,Redstone,sumner-redstone,sumner-redstone,-0.334,93,media,Media & Entertainment,M,United States,"Chairman, Viacom",1488028803343,CA,California,,,,http://specials-images.forbesimg.com/imageserve/57e064a44bbe6f6781c525f3/416x416.jpg?background=000000&cropX1=84&cropX2=709&cropY1=105&cropY2=730
Sri Prakash Lohia,Lohia,sri-prakash-lohia,sri-prakash-lohia,35.503,64,polyester,Manufacturing,M,Indonesia,,1488028803343,,,,,,
Tom & Judy Love,Love,tom-judy-love,tom-judy-love,0,80,retail & gas stations,Fashion & Retail,,United States,"Chairman and CEO, Love's Travel Stops and Country Stores",1488028803343,OK,Oklahoma,,,,http://specials-images.forbesimg.com/imageserve/64ba4ad12f7eecb9c3e36df2615b7c2e/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=45&cropY2=788
Trevor Rees-Jones,Rees-Jones,trevor-rees-jones,trevor-rees-jones,-1.195,65,oil & gas,Energy,M,United States,,1488028803343,TX,Texas,,,,http://specials-images.forbesimg.com/imageserve/5a5bcd378aaaf6682d32768404047c14/416x416.jpg?background=000000&cropX1=0&cropX2=394&cropY1=35&cropY2=429
Law Kar Po,Law,law-kar-po,law-kar-po,0,68,real estate,Real Estate,M,Hong Kong,,1488028803343,,,,,,
Ted Lerner,Lerner,ted-lerner,ted-lerner,0,91,real estate,Real Estate,M,United States,,1488028803343,MD,Maryland,,,,http://specials-images.forbesimg.com/imageserve/57e058e531358e16c589b907/416x416.jpg?background=000000&cropX1=232&cropX2=606&cropY1=82&cropY2=456
Kwee family,Kwee,kwee,kwee,0,72,Pontiac Land Group,Real Estate,M,Singapore,,1488028803343,,,,,,http://specials-images.forbesimg.com/imageserve/ac534a3b9a2f4e7f2af73e1b2a04ad43/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=0&cropY2=744
Wolfgang Marguerre,Marguerre,wolfgang-marguerre,wolfgang-marguerre,0,76,pharmaceuticals,Healthcare,M,Germany,,1488028803343,,,,,,
Maria-Elisabeth Schaeffler,Schaeffler,maria-elisabeth-schaeffler,maria-elisabeth-schaeffler,-58.553,75,auto parts,Automotive,F,Germany,,1488028803343,,,,,,
Odd Reitan,Reitan,odd-reitan,odd-reitan,0,65,"retail, real estate",Fashion & Retail,M,Norway,,1488028803343,,,,,,
Juan Roig,Roig,juan-roig,juan-roig,0,67,supermarkets,Fashion & Retail,M,Spain,,1488028803343,,,,,,
Robert Kraft,Kraft,robert-kraft,robert-kraft,0,75,New England Patriots,Sports,M,United States,"Chairman & CEO, The Kraft Group",1488028803343,MA,Massachusetts,,,,http://specials-images.forbesimg.com/imageserve/57e05df04bbe6f6781c525b6/416x416.jpg?background=000000&cropX1=203&cropX2=559&cropY1=364&cropY2=720
Wee Cho Yaw,Wee,wee-cho-yaw,wee-cho-yaw,-36.286,88,banking,Finance and Investments,M,Singapore,,1488028803343,,,,,,http://specials-images.forbesimg.com/imageserve/5797dea931358e154fddfdcb/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=2&cropY2=745
Rupert Johnson Jr,Johnson,rupert-johnson-jr,no-pic,-21.081,76,money management,Finance and Investments,M,United States,"Vice Chairman and Director, Franklin Resources",1488028803343,CA,California,,,,http://specials-images.forbesimg.com/imageserve/57e0693fa7ea430a8a1a0744/416x416.jpg?background=000000&cropX1=0&cropX2=657&cropY1=58&cropY2=715
Tamara Gustavson & family,Gustavson,tamara-gustavson,no-pic-female,28.154,55,self storage,Service,F,United States,,1488028803343,CA,California,,,,
Steven Rales,Rales,steven-rales,steven-rales,37.444,65,manufacturing,Manufacturing,M,United States,"Chairman, Danaher",1488028803343,CA,California,,,,http://specials-images.forbesimg.com/imageserve/55fa1974e4b0ffa7afe4ad15/416x416.jpg?background=000000&cropX1=35&cropX2=744&cropY1=27&cropY2=736
Richard Branson,Branson,richard-branson,richard-branson,-15.183,66,Virgin,Diversified,M,United Kingdom,,1488028803343,,,,,,
Pierre Bellon & family,Bellon,pierre-bellon,pierre-bellon,-24.303,87,food services,Service,M,France,,1488028803343,,,,,,
Pankaj Patel,Patel,pankaj-patel,pankaj-patel,0,63,pharmaceuticals,Healthcare,M,India,,1488028803343,,,,,,http://specials-images.forbesimg.com/imageserve/57d8863b4bbe6f6781c4f089/416x416.jpg?background=000000&cropX1=2&cropX2=611&cropY1=148&cropY2=757
Vincent Bollore,Bollore,vincent-bollore,vincent-bollore,-195.31,64,investments,Finance and Investments,M,France,,1488028803343,,,,,,
Sam Zell,Zell,sam-zell,sam-zell,-5.502,75,"real estate, private equity",Real Estate,M,United States,,1488028803343,IL,Illinois,,,,http://specials-images.forbesimg.com/imageserve/57e9737ea7ea430a8a1a3c33/416x416.jpg?background=000000&cropX1=106&cropX2=610&cropY1=327&cropY2=831
Oleg Deripaska,Deripaska,oleg-deripaska,oleg-deripaska,-125.516,49,"aluminum, utilities",Metals & Mining,M,Russia,,1488028803343,,,,,,
Kwon Hyuk-Bin,Kwon,kwon-hyuk-bin,kwon-hyuk-bin,-1.582,43,online games,Technology,M,South Korea,Smilegate Holdings,1488028803343,,,,,,http://specials-images.forbesimg.com/imageserve/553927aae4b0bacdbd748e49/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=85&cropY2=829
Shari Arison,Arison,shari-arison,shari-arison,3.902,59,Carnival Cruises,Service,F,Israel,,1488028803343,,,,,,
Lu Zhiqiang,Lu,lu-zhiqiang,lu-zhiqiang,-17.179,64,real estate,Real Estate,M,China,,1488028803343,,Beijing,,,,
M.A. Yusuff Ali,Yusuff Ali,ma-yusuff-ali,ma-yusuff-ali,0,61,retail,Fashion & Retail,M,India,,1488028803343,,,,,,http://specials-images.forbesimg.com/imageserve/23c6c031ebb4d5c0d0b5826ba1e4addf/416x416.jpg?background=000000&cropX1=60&cropX2=685&cropY1=82&cropY2=707
Pollyanna Chu,Chu,pollyanna-chu,pollyanna-chu,-55.636,58,financial services,Finance and Investments,F,Hong Kong,,1488028803343,,,,,,http://specials-images.forbesimg.com/imageserve/5877be134bbe6f1f20eace44/416x416.jpg?background=000000&cropX1=167&cropX2=621&cropY1=483&cropY2=937
Philip & Cristina Green,Green,philip-cristina-green,philip-cristina-green,0,64,fashion retail,Fashion & Retail,,United Kingdom,,1488028803343,,,,,,
Lee Shin Cheng,Lee,lee-shin-cheng,lee-shin-cheng,55.594,77,"palm oil, real estate",Manufacturing,M,Malaysia,,1488028803343,,,,,,
Willi & Isolde Liebherr & family,Liebherr,willi-isolde-liebherr,willi-isolde-liebherr,0,,construction,Construction & Engineering,,Switzerland,,1488028803343,,,,,,
Robert Ziff,Ziff,robert-ziff,robert-ziff,0,50,investments,Finance and Investments,M,United States,,1488028803343,NY,New York,,,,http://specials-images.forbesimg.com/imageserve/a79b15bcfbd8937c1b3ece8bea3b6d8e/416x416.jpg?background=000000&cropX1=0&cropX2=715&cropY1=2&cropY2=717
Ray Lee Hunt,Hunt,ray-lee-hunt,ray-lee-hunt,-0.918,73,"oil, real estate",Energy,M,United States,,1488028803343,TX,Texas,,,,http://specials-images.forbesimg.com/imageserve/5605a059e4b0ffa7afe518cd/416x416.jpg?background=000000&cropX1=0&cropX2=374&cropY1=36&cropY2=410
Wu Yajun & family,Wu,wu-yajun,wu-yajun,73.001,53,real estate,Real Estate,F,China,"Cofounder-chair, Longfor Properties",1488028803343,,Beijing,,,,
Micky Jagtiani,Jagtiani,micky-jagtiani,micky-jagtiani,0.465,65,retail,Fashion & Retail,M,India,,1488028803343,,,,,,http://specials-images.forbesimg.com/imageserve/57dc411b4bbe6f6781c51129/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=143&cropY2=887
Paul Tudor Jones II,Jones,paul-tudor-jones-ii,paul-tudor-jones-ii,0,62,hedge funds,Finance and Investments,M,United States,"Founder, Tudor Investment Corporation",1488028803343,CT,Connecticut,,,,http://specials-images.forbesimg.com/imageserve/57e066ad31358e16c589b98b/416x416.jpg?background=000000&cropX1=64&cropX2=734&cropY1=27&cropY2=697
Stanley Druckenmiller,Druckenmiller,stanley-druckenmiller,stanley-druckenmiller,0,63,hedge funds,Finance and Investments,M,United States,"Founder, Duquesne Family Office",1488028803343,NY,New York,,,,http://specials-images.forbesimg.com/imageserve/57e069a1a7ea430a8a1a074a/416x416.jpg?background=000000&cropX1=238&cropX2=681&cropY1=135&cropY2=578
Pyotr Aven,Aven,pyotr-aven,pyotr-aven,-5.512,61,"oil, banking, telecom",Energy,M,Russia,,1488028803343,,,,,,
Thomas Schmidheiny,Schmidheiny,thomas-schmidheiny,thomas-schmidheiny,-89.279,71,cement,Construction & Engineering,M,Switzerland,,1488028803343,,,,,,
Laurence Graff & family,Graff,laurence-graff,laurence-graff,0,78,diamond jewelry,Fashion & Retail,M,United Kingdom,,1488028803343,,,,,,
Rahel Blocher,Blocher,rahel-blocher,no-pic-female,-10.629,41,chemicals,Manufacturing,F,Switzerland,,1488028803343,,,,,,
Liu Yonghao & family,Liu,liu-yonghao,liu-yonghao,-5.7,65,agribusiness,Service,M,China,,1488028803343,,Sichuan,,,,
Magdalena Martullo-Blocher,Martullo-Blocher,magdalena-martullo-blocher,magdalena-martullo-blocher,-10.586,48,chemicals,Manufacturing,F,Switzerland,,1488028803343,,,,,,
